State,Account_length,Area_code,International_plan,Voice_mail_plan,Num_vmail_messages,Total_day_minutes,Total_day_calls,Total_eve_minutes,Total_eve_calls,Total_night_minutes,Total_night_calls,Total_intl_minutes,Total_intl_calls,Customer_service_calls,Total_day_charge,Total_eve_charge,Total_night_charge,Total_intl_charge,Churn
CA,118,415,no,yes,37,191.6,31,172.1,169,226.0,47,12.1,6,5,32.57,14.63,10.17,3.27,0
FL,54,408,yes,yes,32,191.9,157,306.6,1,232.5,23,5.7,2,5,32.62,26.06,10.46,1.54,0
CA,138,510,no,no,11,117.8,14,193.3,45,297.7,157,10.8,13,4,20.03,16.43,13.4,2.92,0
FL,53,415,no,no,44,221.5,61,218.1,1,224.1,86,6.0,8,4,37.66,18.54,10.08,1.62,0
KY,44,415,no,yes,11,222.6,77,159.9,128,155.0,44,10.7,2,7,37.84,13.59,6.98,2.89,0
CA,47,510,no,no,18,303.7,16,202.6,12,183.9,42,6.9,6,0,51.63,17.22,8.28,1.86,1
KY,53,510,no,no,8,205.4,21,186.5,69,143.5,71,6.1,14,8,34.92,15.85,6.46,1.65,1
TX,74,510,no,yes,9,214.2,157,255.0,21,259.8,69,14.9,3,5,36.41,21.68,11.69,4.02,0
IN,46,408,no,no,16,205.8,80,252.6,16,139.8,32,6.3,4,8,34.99,21.47,6.29,1.7,0
FL,13,510,no,no,49,142.4,143,257.9,85,169.5,96,8.3,8,1,24.21,21.92,7.63,2.24,0
IN,165,408,no,no,39,247.5,7,204.0,69,226.0,44,9.9,2,2,42.08,17.34,10.17,2.67,1
KY,102,415,no,no,38,177.0,30,302.0,115,286.1,6,4.4,15,0,30.09,25.67,12.87,1.19,0
FL,24,415,no,yes,40,169.6,11,240.2,2,354.2,105,12.1,15,4,28.83,20.42,15.94,3.27,0
IN,2,510,yes,no,9,172.7,32,128.5,109,127.6,145,8.1,18,1,29.36,10.92,5.74,2.19,0
CA,214,408,no,no,11,176.4,11,277.1,80,234.4,69,7.2,8,0,29.99,23.55,10.55,1.94,0
OH,81,510,no,yes,14,153.7,24,199.7,100,198.8,44,12.5,19,8,26.13,16.97,8.95,3.38,0
KY,100,510,no,no,30,191.6,47,256.9,34,186.5,36,6.4,0,8,32.57,21.84,8.39,1.73,0
IN,142,408,yes,no,14,174.8,82,147.4,150,184.7,148,11.2,16,5,29.72,12.53,8.31,3.02,1
KY,138,510,yes,no,27,170.2,54,196.4,134,133.3,171,10.1,11,7,28.93,16.69,6.0,2.73,0
KY,163,415,no,no,3,206.5,130,237.5,49,290.0,157,10.2,8,8,35.11,20.19,13.05,2.75,1
FL,153,510,no,no,35,184.1,124,212.2,9,87.6,138,9.8,4,4,31.3,18.04,3.94,2.65,0
FL,131,408,no,no,0,150.1,68,192.5,18,192.0,7,10.3,14,1,25.52,16.36,8.64,2.78,0
OH,111,408,no,no,43,138.8,162,77.1,22,280.9,132,3.9,12,3,23.6,6.55,12.64,1.05,0
CA,102,415,no,yes,33,185.3,50,163.0,94,212.3,7,7.6,18,2,31.5,13.86,9.55,2.05,1
KY,17,408,no,no,46,139.7,26,151.1,63,163.8,4,7.5,2,6,23.75,12.84,7.37,2.03,1
IN,12,408,yes,yes,16,135.8,164,106.9,160,166.0,9,13.0,1,7,23.09,9.09,7.47,3.51,0
TX,182,415,no,yes,38,136.6,143,164.5,95,247.5,14,10.4,12,4,23.22,13.98,11.14,2.81,1
KY,116,510,no,no,37,193.8,24,292.9,96,183.5,55,10.0,6,1,32.95,24.9,8.26,2.7,0
KY,24,415,yes,no,43,244.5,32,257.9,8,198.3,113,15.0,8,8,41.57,21.92,8.92,4.05,1
OH,29,510,no,no,50,198.8,61,158.2,124,233.6,54,4.5,9,0,33.8,13.45,10.51,1.22,0
CA,171,415,no,no,32,227.9,144,170.6,156,250.2,130,13.8,0,4,38.74,14.5,11.26,3.73,1
TX,153,510,no,no,20,176.2,29,170.7,17,169.9,40,10.0,15,2,29.95,14.51,7.65,2.7,0
FL,228,415,no,no,25,187.7,40,237.8,81,126.3,137,8.0,10,7,31.91,20.21,5.68,2.16,0
FL,122,510,yes,no,45,269.3,116,220.2,28,145.8,134,8.6,7,7,45.78,18.72,6.56,2.32,1
IN,188,415,yes,no,35,224.8,3,164.4,115,274.6,114,8.7,12,0,38.22,13.97,12.36,2.35,0
TX,90,510,no,no,4,230.6,65,170.2,82,203.7,62,14.1,15,3,39.2,14.47,9.17,3.81,0
FL,230,415,no,no,32,165.7,59,254.1,60,132.5,87,10.6,2,7,28.17,21.6,5.96,2.86,0
IN,65,408,no,no,0,179.7,136,276.2,132,149.6,153,11.9,12,8,30.55,23.48,6.73,3.21,1
CA,84,510,no,no,5,201.9,30,155.2,104,262.9,33,8.0,16,8,34.32,13.19,11.83,2.16,0
IN,119,415,no,yes,36,147.3,88,194.1,113,204.7,121,10.3,5,1,25.04,16.5,9.21,2.78,0
FL,156,510,no,no,1,52.4,99,206.4,68,109.6,166,12.5,9,8,8.91,17.54,4.93,3.38,1
OH,16,510,no,no,4,201.4,118,190.5,117,140.5,99,13.0,8,7,34.24,16.19,6.32,3.51,1
OH,175,415,no,no,25,231.9,68,256.5,14,262.3,106,6.4,17,8,39.42,21.8,11.8,1.73,1
OH,209,510,no,no,40,183.0,151,192.4,89,169.3,153,12.2,16,8,31.11,16.35,7.62,3.29,0
FL,104,415,no,no,50,147.8,23,295.4,87,313.1,61,9.6,6,2,25.13,25.11,14.09,2.59,0
OH,92,408,yes,no,46,162.1,164,260.0,82,303.4,137,11.0,1,4,27.56,22.1,13.65,2.97,1
TX,186,510,no,no,12,70.5,22,165.7,19,280.4,99,8.6,10,2,11.99,14.08,12.62,2.32,0
CA,204,408,no,no,11,162.0,162,203.3,106,226.9,53,14.1,17,5,27.54,17.28,10.21,3.81,0
IN,27,510,no,no,4,119.8,62,151.2,72,255.8,158,10.7,2,4,20.37,12.85,11.51,2.89,1
IN,181,510,no,no,1,142.2,117,180.4,91,197.0,37,8.4,13,1,24.17,15.33,8.86,2.27,0
FL,170,510,no,no,3,117.1,113,243.5,15,198.4,113,8.7,19,2,19.91,20.7,8.93,2.35,0
OH,187,415,no,yes,26,110.8,5,212.3,74,135.2,24,12.3,12,6,18.84,18.05,6.08,3.32,1
OH,175,408,no,no,49,125.8,5,305.6,97,197.6,64,11.9,16,4,21.39,25.98,8.89,3.21,0
KY,222,510,no,yes,9,214.2,29,138.9,152,131.5,99,10.2,10,2,36.41,11.81,5.92,2.75,0
CA,233,415,yes,no,12,152.5,0,198.4,118,200.3,151,9.0,6,3,25.92,16.86,9.01,2.43,1
TX,162,510,no,no,43,120.2,62,174.7,56,134.6,154,12.6,2,5,20.43,14.85,6.06,3.4,1
IN,165,415,no,no,1,220.7,135,184.2,148,153.1,142,8.6,2,7,37.52,15.66,6.89,2.32,0
KY,134,510,no,no,25,187.0,27,202.1,132,62.0,16,8.4,1,6,31.79,17.18,2.79,2.27,0
KY,135,408,no,no,14,52.4,88,166.2,136,157.7,28,16.8,15,2,8.91,14.13,7.1,4.54,0
FL,224,408,no,yes,45,233.8,160,247.9,10,161.1,4,11.0,10,1,39.75,21.07,7.25,2.97,0
IN,224,510,no,no,9,183.9,52,287.6,104,183.3,10,9.8,13,2,31.26,24.45,8.25,2.65,1
FL,153,415,no,no,21,221.6,37,83.2,64,264.3,161,8.8,2,4,37.67,7.07,11.89,2.38,0
TX,33,510,no,no,39,167.8,51,269.6,25,197.2,80,9.4,6,6,28.53,22.92,8.87,2.54,1
KY,55,415,no,no,24,266.7,77,325.8,18,250.1,32,13.4,7,7,45.34,27.69,11.25,3.62,1
KY,186,510,no,no,14,159.4,138,209.5,15,252.3,48,12.2,12,5,27.1,17.81,11.35,3.29,0
CA,7,415,no,no,12,37.7,129,169.5,55,276.1,120,8.2,18,1,6.41,14.41,12.42,2.21,0
TX,57,408,no,no,7,132.0,52,171.4,100,151.1,158,9.1,10,1,22.44,14.57,6.8,2.46,0
KY,126,510,no,no,20,207.1,93,184.6,113,136.2,17,6.4,0,4,35.21,15.69,6.13,1.73,0
TX,12,408,no,yes,20,188.6,93,221.5,67,193.7,114,10.7,18,4,32.06,18.83,8.72,2.89,1
IN,16,408,no,no,21,173.4,6,178.6,77,143.7,4,0.0,12,0,29.48,15.18,6.47,0.0,0
OH,208,510,no,no,45,126.7,66,196.0,29,187.6,157,5.8,16,0,21.54,16.66,8.44,1.57,0
KY,43,510,no,no,32,181.0,136,152.2,6,148.7,44,10.2,8,8,30.77,12.94,6.69,2.75,1
CA,117,415,no,yes,44,179.2,115,177.2,139,134.2,119,2.9,18,6,30.46,15.06,6.04,0.78,0
IN,228,415,no,no,26,178.7,138,179.4,151,219.2,127,16.2,18,7,30.38,15.25,9.86,4.37,0
TX,205,408,no,no,39,209.0,36,198.2,106,300.7,37,7.6,5,4,35.53,16.85,13.53,2.05,0
FL,135,415,no,yes,49,189.8,141,127.2,21,186.5,108,11.3,6,2,32.27,10.81,8.39,3.05,0
IN,228,415,no,no,21,166.4,146,183.5,29,215.0,95,13.4,4,2,28.29,15.6,9.67,3.62,0
KY,111,510,no,no,29,125.9,7,189.3,166,203.5,93,10.7,7,2,21.4,16.09,9.16,2.89,0
TX,51,415,no,yes,8,253.4,134,209.2,147,198.1,28,10.0,13,0,43.08,17.78,8.91,2.7,0
OH,201,408,no,yes,44,287.0,58,269.9,153,277.2,163,8.5,17,2,48.79,22.94,12.47,2.3,0
IN,160,415,no,no,34,274.2,122,194.9,48,185.1,136,6.4,19,1,46.61,16.57,8.33,1.73,0
KY,75,408,no,yes,17,217.8,6,139.1,68,25.1,22,8.7,2,7,37.03,11.82,1.13,2.35,1
CA,8,510,no,no,41,89.5,119,206.6,41,152.6,130,10.3,7,5,15.22,17.56,6.87,2.78,0
FL,225,408,no,no,4,82.9,2,164.6,5,205.8,85,9.9,13,4,14.09,13.99,9.26,2.67,1
TX,215,415,no,no,26,150.4,66,163.3,33,194.2,167,7.4,13,0,25.57,13.88,8.74,2.0,0
IN,217,510,no,yes,5,177.0,17,185.2,121,187.6,57,12.9,6,1,30.09,15.74,8.44,3.48,0
IN,200,415,no,yes,31,174.8,44,174.0,123,172.5,158,6.1,5,1,29.72,14.79,7.76,1.65,0
OH,45,510,no,yes,7,190.5,96,146.7,9,204.6,10,11.6,5,6,32.39,12.47,9.21,3.13,0
OH,214,510,no,yes,38,104.8,91,175.7,27,311.0,41,12.3,11,6,17.82,14.93,14.0,3.32,0
CA,59,415,no,no,20,266.8,163,222.8,2,182.4,130,10.6,14,5,45.36,18.94,8.21,2.86,0
FL,132,415,no,yes,17,261.3,143,202.0,76,316.8,13,14.5,18,7,44.42,17.17,14.26,3.92,1
CA,104,510,no,no,13,109.2,78,150.4,110,225.5,45,11.1,3,3,18.56,12.78,10.15,3.0,0
KY,195,510,no,no,14,79.5,156,157.0,125,163.8,146,13.7,2,8,13.52,13.34,7.37,3.7,0
KY,157,415,yes,no,41,175.2,58,206.2,34,246.8,123,2.8,12,7,29.78,17.53,11.11,0.76,0
CA,233,408,no,yes,25,248.2,145,150.6,113,68.5,59,12.5,15,2,42.19,12.8,3.08,3.38,0
FL,157,415,no,yes,43,178.3,82,155.2,61,199.2,158,11.6,12,2,30.31,13.19,8.96,3.13,0
CA,98,510,no,yes,31,194.0,156,171.4,51,228.0,35,11.4,9,8,32.98,14.57,10.26,3.08,0
FL,226,415,no,no,38,156.3,108,151.4,115,228.7,159,11.7,12,8,26.57,12.87,10.29,3.16,0
FL,156,408,no,no,27,187.9,54,205.0,46,234.4,25,8.7,7,4,31.94,17.42,10.55,2.35,0
TX,205,415,no,no,38,231.0,154,184.6,155,239.1,64,12.0,11,0,39.27,15.69,10.76,3.24,0
FL,79,510,no,no,42,202.3,134,270.2,100,216.1,129,14.8,7,2,34.39,22.97,9.72,4.0,0
OH,124,415,no,no,31,211.1,90,141.9,22,239.0,69,4.9,8,4,35.89,12.06,10.76,1.32,0
FL,215,510,yes,no,12,90.2,82,257.5,106,169.8,125,13.2,9,3,15.33,21.89,7.64,3.56,0
FL,172,510,no,no,14,295.5,125,211.9,34,263.5,172,9.7,6,3,50.24,18.01,11.86,2.62,1
FL,218,415,no,yes,17,90.8,80,274.6,102,175.2,152,8.2,2,0,15.44,23.34,7.88,2.21,0
KY,4,510,no,yes,38,188.4,138,267.8,118,262.5,39,6.7,4,5,32.03,22.76,11.81,1.81,0
OH,90,510,no,no,5,171.9,4,178.6,31,198.9,145,11.0,2,3,29.22,15.18,8.95,2.97,0
OH,104,408,no,no,10,174.2,65,129.6,1,211.8,109,14.3,17,0,29.61,11.02,9.53,3.86,1
CA,137,408,no,no,31,227.0,110,192.6,111,247.6,97,8.9,18,5,38.59,16.37,11.14,2.4,0
TX,119,408,no,no,39,141.8,11,101.2,121,281.4,11,11.8,9,4,24.11,8.6,12.66,3.19,1
FL,133,408,no,no,19,156.6,105,233.0,15,202.2,23,10.0,8,4,26.62,19.8,9.1,2.7,0
IN,56,510,no,no,32,118.1,74,207.6,143,211.7,170,5.6,6,1,20.08,17.65,9.53,1.51,0
TX,96,415,no,no,39,240.6,137,170.1,91,60.5,31,9.5,0,0,40.9,14.46,2.72,2.57,0
TX,212,510,no,no,7,194.4,27,177.5,53,153.1,113,8.2,9,6,33.05,15.09,6.89,2.21,1
OH,178,510,no,no,50,214.4,6,148.9,147,118.4,46,7.3,1,4,36.45,12.66,5.33,1.97,0
TX,75,510,no,no,34,223.8,141,198.4,32,178.1,172,8.8,5,2,38.05,16.86,8.01,2.38,0
FL,143,415,no,no,4,287.5,76,150.4,135,163.9,34,9.1,5,5,48.88,12.78,7.38,2.46,1
FL,32,408,no,no,34,278.1,60,198.1,151,157.3,121,12.7,7,2,47.28,16.84,7.08,3.43,1
KY,28,510,no,no,46,197.4,50,217.7,52,144.2,127,10.1,17,5,33.56,18.5,6.49,2.73,0
FL,22,510,no,no,13,188.5,135,232.5,63,228.4,136,6.2,6,5,32.04,19.76,10.28,1.67,1
FL,233,408,no,no,20,151.3,128,222.3,57,103.3,9,13.3,17,8,25.72,18.9,4.65,3.59,0
OH,17,510,no,no,46,220.2,10,185.1,117,141.1,64,11.0,0,7,37.43,15.73,6.35,2.97,0
FL,59,415,no,yes,23,218.2,106,222.2,36,201.8,97,10.8,13,0,37.09,18.89,9.08,2.92,0
KY,90,510,no,no,16,140.6,47,206.8,11,252.4,9,12.4,19,6,23.9,17.58,11.36,3.35,0
IN,236,510,no,yes,17,218.9,137,206.3,83,149.8,146,9.9,6,8,37.21,17.54,6.74,2.67,0
OH,199,408,no,no,33,234.5,142,148.7,131,256.7,108,8.6,19,1,39.86,12.64,11.55,2.32,0
IN,106,510,no,no,11,119.4,102,137.6,93,52.5,67,10.9,6,8,20.3,11.7,2.36,2.94,1
OH,185,510,no,no,15,190.3,46,212.9,158,200.1,103,11.7,3,5,32.35,18.1,9.0,3.16,0
CA,26,415,no,yes,3,176.5,152,224.3,85,216.5,4,11.0,4,2,30.01,19.07,9.74,2.97,0
TX,25,408,no,no,24,179.7,111,168.9,37,146.6,156,12.2,0,7,30.55,14.36,6.6,3.29,1
CA,138,408,no,no,33,128.6,5,258.7,164,129.3,115,10.3,19,6,21.86,21.99,5.82,2.78,0
FL,45,415,no,no,27,81.4,10,310.7,91,206.8,4,7.3,2,7,13.84,26.41,9.31,1.97,1
IN,83,510,no,yes,45,139.2,16,287.7,13,198.1,59,8.3,12,7,23.66,24.45,8.91,2.24,1
FL,11,408,no,no,10,131.6,142,186.7,74,156.2,64,13.7,6,6,22.37,15.87,7.03,3.7,1
TX,205,408,no,no,12,199.1,15,178.3,127,184.4,126,10.1,5,0,33.85,15.16,8.3,2.73,0
OH,181,510,no,yes,30,200.0,55,239.3,72,167.5,27,7.0,5,7,34.0,20.34,7.54,1.89,1
TX,200,510,no,no,24,196.9,65,233.9,151,267.5,82,6.7,1,4,33.47,19.88,12.04,1.81,0
KY,104,408,no,no,38,104.6,163,144.3,9,236.7,128,6.4,15,1,17.78,12.27,10.65,1.73,0
TX,68,510,no,no,9,119.5,82,187.9,37,210.5,28,12.2,5,1,20.32,15.97,9.47,3.29,0
KY,239,408,no,no,23,146.7,74,233.1,104,301.9,163,10.8,7,1,24.94,19.81,13.59,2.92,0
TX,95,510,no,no,0,181.2,126,155.2,164,255.9,159,15.0,10,8,30.8,13.19,11.52,4.05,0
KY,156,510,no,no,24,161.9,130,162.8,169,267.2,63,11.6,17,4,27.52,13.84,12.02,3.13,1
IN,203,415,no,no,27,196.8,17,170.3,31,285.4,141,11.7,5,2,33.46,14.48,12.84,3.16,0
FL,235,510,no,no,35,232.7,88,180.0,13,191.6,31,15.4,13,5,39.56,15.3,8.62,4.16,1
FL,65,415,no,yes,17,126.0,93,121.5,131,134.2,8,7.4,14,8,21.42,10.33,6.04,2.0,1
CA,49,510,no,no,5,128.1,16,234.6,151,103.7,138,5.9,10,8,21.78,19.94,4.67,1.59,0
FL,175,408,no,no,1,187.3,113,163.3,95,239.9,131,11.5,14,8,31.84,13.88,10.8,3.11,0
OH,52,408,no,no,2,175.6,106,210.1,9,147.8,40,9.3,12,3,29.85,17.86,6.65,2.51,0
TX,102,510,no,no,45,220.1,98,204.8,117,379.6,24,10.8,5,4,37.42,17.41,17.08,2.92,1
CA,216,510,no,no,7,180.4,12,149.4,106,154.5,144,13.3,3,0,30.67,12.7,6.95,3.59,0
OH,182,408,no,no,30,274.0,62,111.7,15,145.2,174,12.1,13,5,46.58,9.49,6.53,3.27,1
OH,188,510,no,yes,47,94.3,13,204.5,166,242.0,7,14.1,12,1,16.03,17.38,10.89,3.81,0
KY,57,415,no,no,18,225.4,163,178.2,95,243.1,57,7.5,9,6,38.32,15.15,10.94,2.03,1
FL,47,415,no,no,49,190.8,17,222.8,17,297.0,108,12.4,11,3,32.44,18.94,13.36,3.35,0
IN,159,415,no,no,5,104.2,132,240.6,152,186.5,128,7.9,7,3,17.71,20.45,8.39,2.13,1
IN,233,415,no,yes,13,68.3,13,98.1,6,262.6,1,14.5,19,8,11.61,8.34,11.82,3.92,0
CA,174,415,no,no,2,119.2,24,188.4,125,191.2,9,11.2,4,0,20.26,16.01,8.6,3.02,0
IN,242,510,no,yes,47,245.3,43,252.1,114,229.5,90,11.4,1,5,41.7,21.43,10.33,3.08,1
TX,26,510,yes,yes,0,239.1,120,271.9,110,188.5,116,8.4,19,1,40.65,23.11,8.48,2.27,0
IN,241,415,no,yes,43,173.1,38,108.4,81,303.4,154,8.6,11,5,29.43,9.21,13.65,2.32,1
CA,114,510,yes,no,29,160.4,139,257.6,130,322.5,140,11.1,5,6,27.27,21.9,14.51,3.0,1
IN,5,510,no,no,45,133.8,103,149.5,128,135.8,62,14.7,14,2,22.75,12.71,6.11,3.97,1
TX,84,415,no,no,18,169.9,61,235.3,32,269.0,10,14.3,17,3,28.88,20.0,12.1,3.86,0
KY,52,510,no,no,18,154.4,52,172.6,73,149.8,141,11.0,17,1,26.25,14.67,6.74,2.97,0
CA,105,510,no,no,8,272.3,52,237.3,107,262.7,95,8.9,9,6,46.29,20.17,11.82,2.4,1
KY,203,510,no,no,6,113.2,155,181.9,58,288.6,123,11.5,6,8,19.24,15.46,12.99,3.11,0
KY,54,415,no,no,45,201.2,162,128.1,71,148.1,92,13.4,9,4,34.2,10.89,6.66,3.62,0
KY,161,510,no,no,36,274.9,117,170.9,159,134.0,101,10.6,4,4,46.73,14.53,6.03,2.86,0
OH,178,408,no,no,49,221.8,64,227.0,86,173.3,97,9.0,15,8,37.71,19.3,7.8,2.43,0
FL,166,408,no,no,40,119.3,130,178.9,144,263.1,25,11.8,18,7,20.28,15.21,11.84,3.19,0
OH,155,415,no,no,6,96.7,42,146.3,16,225.7,38,9.4,2,0,16.44,12.44,10.16,2.54,0
FL,226,408,no,no,8,194.8,49,136.4,88,186.6,91,9.0,6,1,33.12,11.59,8.4,2.43,0
KY,15,415,no,no,3,188.1,136,159.5,148,238.9,155,9.8,18,6,31.98,13.56,10.75,2.65,1
CA,224,408,yes,yes,24,246.6,35,159.1,54,184.2,144,11.8,11,2,41.92,13.52,8.29,3.19,1
FL,61,408,no,no,48,209.6,22,228.7,5,207.1,164,9.4,9,5,35.63,19.44,9.32,2.54,1
TX,122,408,no,no,11,153.8,73,180.2,83,229.4,107,9.9,4,0,26.15,15.32,10.32,2.67,0
TX,21,415,no,no,5,150.2,49,185.1,83,225.8,154,10.4,1,7,25.53,15.73,10.16,2.81,0
IN,46,415,no,no,17,109.5,54,191.0,153,291.3,75,9.0,2,1,18.62,16.24,13.11,2.43,0
FL,197,510,no,no,39,187.0,124,227.0,159,135.1,66,14.2,13,0,31.79,19.3,6.08,3.83,0
CA,134,415,no,no,20,104.2,11,231.9,71,251.1,121,15.0,14,1,17.71,19.71,11.3,4.05,0
OH,38,408,no,no,14,229.1,82,173.7,108,149.2,174,9.2,19,7,38.95,14.76,6.71,2.48,0
KY,62,408,no,yes,2,211.8,31,186.8,111,178.1,110,7.8,12,4,36.01,15.88,8.01,2.11,0
IN,86,415,no,no,1,210.1,151,232.1,28,191.4,161,8.7,16,8,35.72,19.73,8.61,2.35,0
TX,190,415,no,no,40,108.6,85,165.2,16,177.1,17,11.2,19,2,18.46,14.04,7.97,3.02,0
OH,210,415,yes,yes,39,171.9,154,172.6,17,127.4,34,9.8,3,7,29.22,14.67,5.73,2.65,0
OH,78,510,yes,no,3,159.0,18,232.0,167,175.7,17,6.5,18,3,27.03,19.72,7.91,1.76,1
KY,202,408,no,no,31,185.6,50,171.3,62,214.7,161,9.6,14,6,31.55,14.56,9.66,2.59,0
FL,46,510,no,no,1,208.5,63,212.4,81,192.8,160,11.1,14,7,35.44,18.05,8.68,3.0,0
TX,141,510,no,yes,45,152.3,129,121.0,74,279.5,127,12.7,8,2,25.89,10.28,12.58,3.43,0
CA,223,408,no,no,28,154.3,163,229.2,78,194.2,126,14.7,2,2,26.23,19.48,8.74,3.97,0
OH,222,408,no,no,1,216.7,127,190.0,89,200.8,83,8.8,1,0,36.84,16.15,9.04,2.38,0
KY,3,415,yes,no,33,119.0,138,220.3,130,209.8,42,8.3,6,7,20.23,18.73,9.44,2.24,0
CA,222,415,no,no,26,139.7,63,256.0,130,192.8,81,9.3,8,1,23.75,21.76,8.68,2.51,0
FL,6,510,yes,yes,38,180.3,0,183.3,165,225.8,26,7.4,4,6,30.65,15.58,10.16,2.0,1
TX,93,415,no,no,43,228.6,88,123.3,98,172.0,47,8.1,16,6,38.86,10.48,7.74,2.19,1
FL,8,415,no,yes,37,127.7,25,181.9,106,137.0,68,8.1,2,6,21.71,15.46,6.16,2.19,1
OH,172,408,no,yes,17,276.6,138,260.7,39,196.1,149,10.9,8,3,47.02,22.16,8.82,2.94,0
CA,237,408,no,no,35,107.1,86,208.5,67,220.8,161,7.8,7,6,18.21,17.72,9.94,2.11,1
CA,235,415,no,no,18,263.7,1,146.8,19,208.8,170,12.2,8,7,44.83,12.48,9.4,3.29,0
CA,108,408,no,no,26,244.8,92,190.3,14,152.0,115,13.1,16,8,41.62,16.18,6.84,3.54,0
OH,161,415,no,yes,44,102.8,118,224.4,92,208.7,123,7.0,7,6,17.48,19.07,9.39,1.89,1
OH,209,408,yes,no,19,91.9,131,193.7,132,236.7,15,6.5,13,5,15.62,16.46,10.65,1.76,1
FL,240,408,no,no,20,218.9,79,192.4,38,210.9,125,8.6,15,4,37.21,16.35,9.49,2.32,0
IN,75,408,no,no,22,159.6,110,164.3,39,161.7,13,8.9,17,6,27.13,13.97,7.28,2.4,0
FL,77,408,no,no,29,125.6,164,168.3,134,204.1,38,13.4,16,1,21.35,14.31,9.18,3.62,0
TX,50,415,yes,no,24,277.8,125,211.1,95,291.9,107,9.9,6,4,47.23,17.94,13.14,2.67,1
KY,11,510,no,no,30,115.5,4,224.6,99,144.0,11,11.1,19,7,19.64,19.09,6.48,3.0,0
CA,95,408,no,yes,26,140.7,142,191.3,32,259.2,96,11.1,14,5,23.92,16.26,11.66,3.0,1
IN,156,415,no,no,33,147.1,25,175.3,117,78.9,54,7.6,6,5,25.01,14.9,3.55,2.05,1
KY,236,415,yes,no,7,28.8,5,237.8,36,170.6,133,9.3,1,0,4.9,20.21,7.68,2.51,1
IN,70,408,no,no,18,184.9,122,178.8,31,176.8,39,10.0,1,1,31.43,15.2,7.96,2.7,0
FL,169,510,no,no,40,130.8,43,214.5,42,258.4,90,11.0,6,2,22.24,18.23,11.63,2.97,0
OH,16,408,no,no,25,223.8,57,226.7,35,295.7,12,6.1,18,6,38.05,19.27,13.31,1.65,1
CA,68,415,no,yes,27,230.8,80,136.8,97,260.1,68,8.4,5,5,39.24,11.63,11.7,2.27,1
FL,99,510,no,yes,3,192.5,45,207.0,48,227.6,151,10.0,11,4,32.72,17.6,10.24,2.7,0
KY,48,415,no,no,30,193.1,101,65.1,24,257.4,173,8.8,14,8,32.83,5.53,11.58,2.38,1
KY,184,408,no,no,15,188.8,47,194.9,107,127.0,95,6.2,12,6,32.1,16.57,5.72,1.67,0
KY,64,510,no,no,50,142.2,113,229.0,95,248.3,171,8.0,6,8,24.17,19.46,11.17,2.16,1
KY,187,415,no,no,9,146.8,154,216.8,65,140.5,10,6.2,6,2,24.96,18.43,6.32,1.67,0
KY,90,415,yes,no,37,251.5,19,240.0,8,160.1,117,13.7,14,7,42.76,20.4,7.2,3.7,0
IN,190,415,no,no,47,219.7,114,217.5,101,221.4,60,9.1,3,8,37.35,18.49,9.96,2.46,1
FL,76,408,no,no,9,191.1,162,172.9,145,133.3,35,9.8,2,1,32.49,14.7,6.0,2.65,0
CA,139,510,no,no,44,212.4,75,123.0,21,266.2,137,7.4,0,3,36.11,10.46,11.98,2.0,0
OH,101,408,no,yes,8,176.7,120,205.7,98,200.1,128,10.6,6,1,30.04,17.48,9.0,2.86,0
OH,89,408,no,no,38,190.0,108,223.9,14,129.7,62,11.9,8,6,32.3,19.03,5.84,3.21,0
FL,18,408,no,no,35,212.1,67,112.1,6,281.5,139,7.5,0,3,36.06,9.53,12.67,2.03,1
FL,19,510,no,no,50,68.0,131,220.2,140,185.8,4,7.6,4,5,11.56,18.72,8.36,2.05,0
OH,215,408,no,yes,35,228.9,148,204.4,105,191.2,77,8.7,14,7,38.91,17.37,8.6,2.35,1
OH,55,408,no,no,18,225.1,65,181.8,163,188.1,35,6.2,3,5,38.27,15.45,8.46,1.67,1
IN,102,408,no,no,18,137.8,143,222.0,15,42.5,144,11.0,9,3,23.43,18.87,1.91,2.97,1
TX,118,408,no,no,11,247.2,134,186.2,168,267.9,149,12.0,1,5,42.02,15.83,12.06,3.24,1
CA,210,415,no,no,12,60.3,82,183.0,20,201.5,158,6.1,6,0,10.25,15.56,9.07,1.65,0
KY,154,408,yes,no,24,199.1,8,136.4,27,208.3,153,12.4,18,5,33.85,11.59,9.37,3.35,1
TX,134,415,no,no,35,182.2,16,220.2,73,236.8,12,12.4,5,7,30.97,18.72,10.66,3.35,1
FL,4,408,no,yes,24,163.3,112,134.7,82,184.1,62,2.3,14,3,27.76,11.45,8.28,0.62,0
OH,108,510,no,no,27,181.0,139,165.8,16,139.4,10,7.0,19,8,30.77,14.09,6.27,1.89,0
TX,115,415,no,no,41,211.5,119,222.8,64,149.7,68,8.4,11,5,35.96,18.94,6.74,2.27,0
CA,29,415,yes,no,38,82.5,10,191.6,140,247.2,101,11.5,10,5,14.02,16.29,11.12,3.11,0
FL,59,415,no,no,29,234.1,140,285.5,35,199.4,31,11.2,2,3,39.8,24.27,8.97,3.02,0
KY,125,415,no,yes,4,157.8,158,229.6,57,254.3,9,7.5,19,7,26.83,19.52,11.44,2.03,1
KY,98,510,no,yes,16,234.8,25,237.6,19,263.8,107,14.4,16,4,39.92,20.2,11.87,3.89,1
